,     Extent,time,xco2,xch4
1553,18.508,2007-10-12,380.73785,1750.6013
1554,18.569,2007-10-13,381.59146,1761.0511
1555,18.596,2007-10-14,381.45807,1768.5253
1556,18.668,2007-10-15,381.4129,1758.2495
1557,18.716,2007-10-16,381.85318,1771.453
1558,18.598,2007-10-18,381.5519,1758.0573
1559,18.6,2007-10-19,382.1523,1764.6117
1560,18.52,2007-10-20,382.04303,1752.9568
1561,18.436,2007-10-21,381.68137,1738.6692
1562,18.378,2007-10-22,382.27844,1748.8402
1563,18.357,2007-10-23,381.72495,1737.3842
1564,18.332,2007-10-24,381.36813,1747.9846
1565,18.314,2007-10-25,382.282,1775.6693
1566,18.269,2007-10-26,381.46808,1775.4165
1567,18.174,2007-10-27,382.47565,1764.3832
1568,18.062,2007-10-28,382.26312,1760.4852
1569,17.97,2007-10-29,382.49802,1771.9014
1570,17.916,2007-10-30,381.75237999999996,1773.9129999999998
1571,17.788,2007-10-31,382.11954,1780.2468
1572,17.666,2007-11-01,382.30112,1765.7036
1573,17.582,2007-11-02,382.39243,1752.3016
1574,17.477,2007-11-03,382.24863,1765.5714
1575,17.36,2007-11-04,382.1629,1770.4231
1576,17.298,2007-11-05,382.15792999999996,1757.8766
1577,17.231,2007-11-06,381.73492000000005,1754.005
1578,17.01,2007-11-07,382.0435,1771.737
1579,16.864,2007-11-08,382.76333999999997,1758.5505
1580,16.763,2007-11-09,382.29065,1766.6576
1581,16.546,2007-11-10,382.0498,1767.7820000000002
1582,16.386,2007-11-11,382.5504,1754.2242
1583,16.276,2007-11-12,382.60202000000004,1748.4066
1584,16.128,2007-11-13,382.65033,1752.9896
1585,15.993,2007-11-14,382.18835,1747.9866
1586,15.919,2007-11-15,383.11737,1762.4131
1587,15.819,2007-11-16,383.1328,1758.2155
1588,15.63,2007-11-17,382.89288,1764.0969
1589,15.537,2007-11-18,382.52396,1750.6278
1590,15.439,2007-11-19,382.9448,1776.3668
1591,15.323,2007-11-20,382.97302,1767.8438
1592,15.157,2007-11-21,382.94995,1765.8407
1593,14.978,2007-11-22,382.18735,1749.8739
1594,14.962,2007-11-23,382.7347,1749.4263
1595,14.854,2007-11-24,383.18375,1755.6726
1596,14.721,2007-11-25,382.61746,1748.3422
1597,14.637,2007-11-26,382.93677,1772.2565
1598,14.471,2007-11-27,381.92282,1772.307
1599,14.356,2007-11-28,382.85345,1753.1042
1600,14.245,2007-11-29,383.8159,1768.3929999999998
1601,14.136,2007-11-30,382.71042,1764.0953
1602,14.045,2007-12-01,382.0875,1759.7279
1603,13.447,2007-12-06,383.62112,1765.9132
1604,13.37,2007-12-07,383.13562,1764.9059
1605,13.235,2007-12-08,382.85995,1745.3885
1606,13.065,2007-12-09,383.22017999999997,1763.1931
1607,12.956,2007-12-10,383.00476000000003,1761.0372
1608,12.932,2007-12-11,383.35117,1772.526
1609,12.803,2007-12-12,383.09418,1758.3461
1610,12.629,2007-12-13,382.94872999999995,1768.9244
1611,12.343,2007-12-15,383.44965,1772.4291
1612,12.23,2007-12-16,384.06876,1787.1923
1613,12.101,2007-12-17,383.38754,1775.5652
1614,11.956,2007-12-18,383.50745,1763.5293
1615,11.824,2007-12-19,384.21777000000003,1755.0928
1616,11.601,2007-12-20,383.6248,1762.5879
1617,11.418,2007-12-21,383.6283,1756.6119
1618,11.197,2007-12-22,384.00516,1766.5255
1619,10.966,2007-12-23,384.19467000000003,1768.6693
1620,10.737,2007-12-24,383.96582,1751.9282
1621,10.566,2007-12-25,384.3707,1760.5516
1622,10.365,2007-12-26,385.1652,1763.6486
1623,10.104,2007-12-27,383.26355,1754.1105
1624,9.787,2007-12-28,384.31656,1754.3617
1625,9.602,2007-12-29,384.6245,1760.0107
1626,9.508,2007-12-30,383.51578,1753.9032
1627,9.257,2007-12-31,383.99017000000003,1752.8333
1628,9.12,2008-01-01,383.8124,1753.2682
1629,8.93,2008-01-02,384.1356,1752.8522
1630,8.632,2008-01-03,384.8496,1758.454
1631,8.463,2008-01-04,384.72348,1747.4727
1632,8.313,2008-01-05,384.6658,1764.5631
1633,8.082,2008-01-06,384.63412,1738.0155
1634,7.878,2008-01-07,385.2224,1748.326
1635,7.704,2008-01-08,384.98685,1743.5869
1636,7.549,2008-01-09,384.421,1755.2733
1637,7.277,2008-01-10,384.42505,1762.9626
1638,7.1,2008-01-11,385.03323,1760.6215
1639,6.993,2008-01-12,383.66455,1735.6238
1640,6.837,2008-01-13,385.0258,1746.9314
1641,6.545,2008-01-14,385.83237,1762.6488
1642,6.327,2008-01-15,384.64935,1753.5099
1643,6.177,2008-01-16,384.97537,1742.0581
1644,5.978,2008-01-17,385.75684,1771.3884
1645,5.872,2008-01-18,386.16275,1753.2643
1646,5.75,2008-01-19,384.4689,1753.0051
1647,5.578,2008-01-20,385.31982,1743.9470000000001
1648,5.495,2008-01-21,384.67685,1743.9994
1649,5.358,2008-01-22,384.4157,1748.4962
1650,5.213,2008-01-23,385.34805,1758.9362
1651,5.122,2008-01-24,385.29486,1756.4292
1652,5.04,2008-01-25,384.7186,1740.2286
1653,4.891,2008-01-26,385.83392000000003,1758.8966
1654,4.736,2008-01-27,385.6906,1760.4277
1655,4.577,2008-01-28,384.08765,1746.0709
1656,4.509,2008-01-29,384.7481,1755.9254
1657,4.398,2008-01-30,385.6147,1755.1821
1658,4.381,2008-01-31,385.13083,1759.4071
1659,4.253,2008-02-01,384.73337000000004,1764.1454
1660,4.166,2008-02-02,385.9973,1756.9678
1661,4.083,2008-02-03,383.81345,1749.3453
1662,4.061,2008-02-04,384.68265,1761.9620000000002
1663,4.044,2008-02-05,385.4835,1748.777
1664,3.983,2008-02-06,384.8979,1753.3802
1665,3.992,2008-02-07,385.36392,1759.6875
1666,3.928,2008-02-08,385.14395,1767.5653
1667,3.871,2008-02-09,385.5186,1762.6786
1668,3.902,2008-02-10,385.4728,1760.3110000000001
1669,3.839,2008-02-11,385.1438,1754.9525
1670,3.737,2008-02-12,384.0696,1697.5361
1671,3.767,2008-02-13,384.5686,1729.3259
1672,3.744,2008-02-14,385.74637,1757.7279999999998
1673,3.753,2008-02-15,385.94446,1758.4211
1674,3.746,2008-02-16,384.70776,1758.4187
1675,3.885,2008-02-17,385.35452000000004,1764.4207
1676,3.829,2008-02-18,386.10577,1748.9324
1677,3.763,2008-02-19,385.07052999999996,1762.1681
1678,3.692,2008-02-20,384.93256,1769.9722
1679,3.736,2008-02-21,386.80725,1763.8815
1680,3.786,2008-02-22,386.04852,1761.381
1681,3.807,2008-02-23,385.93362,1787.3983
1682,3.845,2008-02-24,385.1809,1756.1593
1683,3.877,2008-02-25,385.98135,1755.0234
1684,3.971,2008-02-26,385.18152000000003,1756.5731
1685,3.929,2008-02-27,386.36505,1745.2084
1686,3.936,2008-02-28,386.47955,1753.9525
1687,4.016,2008-02-29,385.27036,1751.5837
1688,4.104,2008-03-01,386.6909,1756.0475
1689,4.166,2008-03-02,386.17102,1750.8483
1690,4.252,2008-03-03,384.93234,1759.0193
1691,4.326,2008-03-04,385.1307,1753.4076
1692,4.37,2008-03-05,386.97213999999997,1762.0336
1693,4.476,2008-03-06,384.9077,1748.0238
1694,4.5,2008-03-07,385.60086,1760.355
1695,4.53,2008-03-08,387.30832000000004,1760.8477
1696,4.633,2008-03-09,384.86215,1745.4641
1697,4.734,2008-03-10,385.33408,1739.2684
1698,4.806,2008-03-11,385.94385,1748.7596
1699,4.864,2008-03-12,384.32922,1740.0887
1700,4.93,2008-03-13,384.62307999999996,1749.4932
1701,5.045,2008-03-14,385.72336,1751.8570000000002
1702,5.119,2008-03-15,385.4307,1760.3293
1703,5.216,2008-03-16,383.6555,1757.741
1704,5.312,2008-03-17,385.71167,1753.6986
1705,5.391,2008-03-18,386.13678,1749.6721
1706,5.466,2008-03-19,384.15762,1760.8909
1707,5.664,2008-03-20,384.8226,1769.8156
1708,5.873,2008-03-21,387.46752999999995,1757.1384
1709,5.994,2008-03-22,384.35666000000003,1763.2852
1710,6.047,2008-03-23,385.69357,1767.9819
1711,6.089,2008-03-24,387.24905,1745.1046
1712,6.141,2008-03-25,384.62102999999996,1753.1842
1713,6.155,2008-03-26,386.29703,1755.6957
1714,6.17,2008-03-27,387.34488,1764.8589
1715,6.224,2008-03-28,384.07523,1739.3517
1716,6.324,2008-03-29,384.64075,1744.1779999999999
1717,6.434,2008-03-30,384.64432,1759.2908
1718,6.463,2008-03-31,384.1216,1749.3918
1719,6.673,2008-04-01,384.65125,1756.4381
1720,6.796,2008-04-02,385.09753,1772.6202
1721,6.937,2008-04-03,385.81296000000003,1742.6843
1722,7.056,2008-04-04,384.12613,1750.7107
1723,7.184,2008-04-05,385.27966000000004,1750.922
1724,7.314,2008-04-06,385.3601,1758.6835
1725,7.42,2008-04-07,384.35812000000004,1760.1111
1726,7.481,2008-04-08,385.97882000000004,1762.136
1727,7.571,2008-04-09,387.048,1756.0302
1728,7.685,2008-04-10,384.53836,1747.2352
1729,7.777,2008-04-11,384.58237,1747.0238
1730,7.891,2008-04-12,386.61575,1766.3958
1731,7.975,2008-04-13,384.1501,1770.5991
1732,8.068,2008-04-14,384.52466,1748.0676
1733,8.195,2008-04-15,385.47507,1761.5442
1734,8.286,2008-04-16,384.19552999999996,1759.6404
1735,8.438,2008-04-17,386.29062000000005,1761.9982
1736,8.559,2008-04-18,386.4073,1766.1453
1737,8.727,2008-04-19,385.8033,1776.7052
1738,8.887,2008-04-20,384.19635,1764.2852
1739,8.957,2008-04-21,385.08508,1758.7335
1740,9.121,2008-04-23,379.76526,1759.1707
1741,9.243,2008-04-24,381.85247999999996,1762.0120000000002
1742,9.235,2008-04-25,385.32742,1767.8447
1743,9.217,2008-04-26,384.02862999999996,1767.3145
1744,9.281,2008-04-27,384.40047999999996,1772.9377
1745,9.377,2008-04-28,386.9385,1769.5385
1746,9.384,2008-04-29,384.63513,1758.6316
1747,9.482,2008-04-30,384.3818,1768.1896
1748,9.614,2008-05-01,385.93207,1757.4567
1749,9.716,2008-05-02,384.19427,1740.656
1750,9.87,2008-05-03,385.04677999999996,1751.3141
1751,9.963,2008-05-04,384.27856,1753.4164
1752,10.074,2008-05-05,385.3812,1747.0146
1753,10.17,2008-05-06,383.18402000000003,1766.2618
1754,10.265,2008-05-07,384.3598,1746.7563
1755,10.372,2008-05-08,386.67172,1770.0237
1756,10.45,2008-05-09,382.6619,1770.5118
1757,10.506,2008-05-10,382.55817,1764.3499
1758,10.559,2008-05-11,387.4652,1764.6703
1759,10.613,2008-05-12,385.29666000000003,1769.7198
1760,10.713,2008-05-13,385.64513999999997,1772.2520000000002
1761,10.875,2008-05-14,386.40955,1755.1678
1762,10.986,2008-05-15,383.99634,1768.0526
1763,11.042,2008-05-16,384.85614,1772.9492
1764,11.13,2008-05-17,386.78323,1766.0376
1765,11.205,2008-05-18,384.51102000000003,1762.5359
1766,11.286,2008-05-19,384.78833,1760.8414
1767,11.38,2008-05-20,386.7173,1760.957
1768,11.454,2008-05-21,384.52124,1758.1289
1769,11.566,2008-05-22,384.8748,1766.3125
1770,11.667,2008-05-23,385.16927999999996,1754.1305
1771,11.784,2008-05-24,385.12633999999997,1762.2334
1772,11.921,2008-05-25,384.08533,1751.9918
1773,12.04,2008-05-26,385.63333,1759.787
1774,12.068,2008-05-27,386.27847,1755.4695
1775,12.158,2008-05-28,384.5211,1773.1978
1776,12.225,2008-05-29,385.12753,1759.9371
1777,12.373,2008-05-30,386.02487,1771.6293
1778,12.485,2008-05-31,384.87552,1755.7836
1779,12.563,2008-06-01,385.05627000000004,1757.7065
1780,12.718,2008-06-02,384.99255,1763.4526
1781,12.801,2008-06-03,383.2745,1762.2119
1782,12.892,2008-06-04,384.5426,1763.8966
1783,12.972,2008-06-05,384.98856,1759.1429999999998
1784,13.138,2008-06-06,384.37057000000004,1756.5320000000002
1785,13.193,2008-06-07,384.39838,1756.774
1786,13.31,2008-06-08,384.88727,1756.7335
1787,13.407,2008-06-09,384.29672,1763.3148
1788,13.546,2008-06-10,385.18712999999997,1771.9796
1789,13.699,2008-06-11,384.95395,1766.4945
1790,13.837,2008-06-12,385.0479,1768.9008
1791,13.911,2008-06-13,384.38058,1759.0646
1792,14.021,2008-06-14,384.82675,1764.785
1793,14.082,2008-06-15,385.24722,1762.1582
1794,14.162,2008-06-16,383.72162000000003,1772.3784
1795,14.235,2008-06-17,384.024,1766.4861
1796,14.352,2008-06-18,385.36037999999996,1779.5319
1797,14.457,2008-06-19,384.3781,1772.5631
1798,14.576,2008-06-20,384.2061,1764.7874
1799,14.679,2008-06-21,384.6401,1768.0710000000001
1800,14.782,2008-06-22,384.10284,1767.1874
1801,14.874,2008-06-23,385.42606,1764.5822
1802,14.968,2008-06-24,384.96808,1765.2372
1803,15.051,2008-06-25,384.2769,1771.6732
1804,15.109,2008-06-26,384.7693,1765.4956
1805,15.09,2008-06-27,384.63092,1768.162
1806,15.157,2008-06-28,384.86633,1767.1361
1807,15.098,2008-06-29,384.80374,1757.5409
1808,15.17,2008-06-30,384.99985,1756.7556
1809,15.155,2008-07-01,384.11602999999997,1758.9222
1810,15.239,2008-07-02,385.1633,1763.4996
1811,15.369,2008-07-03,384.6336,1764.8123
1812,15.421,2008-07-04,384.62503,1766.2816
1813,15.48,2008-07-05,384.98236,1754.8171
1814,15.555,2008-07-06,384.7806,1763.3215
1815,15.66,2008-07-07,384.12642999999997,1774.4720000000002
1816,15.631,2008-07-08,383.78235,1770.0925
1817,15.602,2008-07-09,385.0215,1776.6467
1818,15.566,2008-07-10,384.60497999999995,1772.0486
1819,15.669,2008-07-11,384.59314,1767.0125
1820,15.817,2008-07-12,384.35422,1773.5342
1821,15.897,2008-07-13,384.3067,1767.8785
1822,16.118,2008-07-14,383.8688,1770.4581
1823,16.171,2008-07-15,384.63605,1767.6572
1824,16.27,2008-07-16,384.54004,1764.3337
1825,16.29,2008-07-17,383.99982,1765.9769
1826,16.368,2008-07-18,384.36917,1769.547
1827,16.418,2008-07-19,384.44442999999995,1775.2268
1828,16.527,2008-07-20,383.6294,1766.0717
1829,16.613,2008-07-21,384.06638,1774.8408
1830,16.546,2008-07-22,384.0684,1770.501
1831,16.507,2008-07-23,383.1674,1772.1233
1832,16.494,2008-07-24,383.31155,1779.5845
1833,16.404,2008-07-25,383.82277999999997,1775.3477
1834,16.428,2008-07-26,383.06737999999996,1771.4089
1835,16.455,2008-07-27,383.86602999999997,1767.868
1836,16.58,2008-07-28,384.25037000000003,1775.7964
1837,16.782,2008-07-29,383.06036,1763.3605
1838,16.916,2008-07-30,383.6362,1782.296
1839,16.992,2008-07-31,382.43985,1781.8921
1840,17.053,2008-08-01,383.9097,1773.8533
1841,17.019,2008-08-02,383.1937,1784.8536
1842,17.088,2008-08-03,383.9611,1784.17
1843,17.106,2008-08-04,383.98352,1764.3842
1844,17.187,2008-08-05,383.21036000000004,1779.4038
1845,17.26,2008-08-06,384.68445,1780.3673
1846,17.414,2008-08-07,384.3346,1784.631
1847,17.449,2008-08-08,382.2327,1775.639
1848,17.486,2008-08-09,383.49838,1760.0361
1849,17.584,2008-08-10,383.65704,1771.8944
1850,17.744,2008-08-11,382.24356,1757.4916
1851,17.842,2008-08-12,383.72542999999996,1762.8602
1852,17.902,2008-08-13,384.23467999999997,1769.8187
1853,17.923,2008-08-14,382.7301,1764.3191
1854,17.855,2008-08-15,383.00928,1773.547
1855,17.794,2008-08-16,384.0609,1769.3057
1856,17.816,2008-08-17,382.44824,1782.9681
1857,17.813,2008-08-18,383.79773,1760.8423
1858,17.736,2008-08-19,383.84628,1760.1589999999999
1859,17.739,2008-08-20,383.10406,1765.0829
1860,17.719,2008-08-21,383.0435,1770.6184
1861,17.685,2008-08-22,382.88226000000003,1771.8024
1862,17.748,2008-08-24,383.20746,1780.6526
1863,17.86,2008-08-25,384.16643999999997,1774.4512
1864,17.796,2008-08-26,383.47235,1768.9308
1865,17.734,2008-08-27,382.39977999999996,1770.9686
1866,17.793,2008-08-28,383.55475,1772.8732
1867,17.945,2008-08-29,383.85962,1779.2533
1868,18.106,2008-08-30,381.27026,1778.0979
1869,18.1,2008-08-31,382.93637,1790.3392
1870,18.162,2008-09-01,382.6855,1786.2369
1871,18.215,2008-09-02,381.57175,1770.8397
1872,18.298,2008-09-03,382.22226,1782.3053
1873,18.283,2008-09-04,382.80338,1774.3912
1874,18.263,2008-09-05,382.36862,1781.2922
1875,18.246,2008-09-06,382.86438,1779.7751
1876,18.207,2008-09-07,382.98257,1775.1464
1877,18.22,2008-09-08,382.0244,1783.8114
1878,18.215,2008-09-09,383.80237,1761.8768
1879,18.161,2008-09-10,383.00156,1764.8139999999999
1880,18.166,2008-09-11,382.9867,1774.7235
1881,18.124,2008-09-12,383.06503,1788.0189
1882,18.142,2008-09-13,382.94766,1778.8978
1883,18.175,2008-09-14,382.98035,1776.0947
1884,18.243,2008-09-15,382.41832999999997,1792.6714
1885,18.184,2008-09-16,382.8964,1779.2195
1886,18.229,2008-09-17,382.72302,1774.9071
1887,18.165,2008-09-18,381.50626,1781.0684
1888,18.186,2008-09-19,382.97702000000004,1766.579
1889,18.095,2008-09-20,383.2056,1766.7432
1890,18.068,2008-09-21,383.54196,1784.5272
1891,18.049,2008-09-22,383.02066,1777.9766
1892,18.014,2008-09-23,383.09375,1778.8423
1893,17.976,2008-09-24,383.13535,1770.1217
1894,18.046,2008-09-25,382.82925,1769.8881
1895,18.09,2008-09-26,383.87967000000003,1760.2537
1896,18.003,2008-09-27,383.17365,1752.845
1897,18.003,2008-09-28,382.5604,1784.9282
1898,18.048,2008-09-29,382.81665,1771.9915
1899,18.075,2008-09-30,383.11773999999997,1785.475
1900,18.127,2008-10-01,382.56427,1781.6337
1901,18.142,2008-10-02,383.4164,1772.4515
1902,18.16,2008-10-03,383.1583,1747.5756
1903,18.203,2008-10-04,382.69977,1763.494
1904,18.189,2008-10-05,382.42224,1774.1345
1905,18.099,2008-10-06,383.0097,1771.4272
1906,18.073,2008-10-07,383.05667,1780.1586
1907,18.117,2008-10-08,383.05447000000004,1753.6595
1908,18.048,2008-10-09,383.6168,1772.0858
1909,18.009,2008-10-10,383.50482,1772.5232
1910,18.043,2008-10-11,383.28713999999997,1771.0857
1911,18.071,2008-10-12,383.6883,1766.4764
1912,18.079,2008-10-13,383.57953,1743.2113
1913,18.135,2008-10-14,383.03055,1771.3369
1914,18.028,2008-10-15,384.00507000000005,1777.7512
1915,17.984,2008-10-16,383.9725,1768.5707
1916,17.966,2008-10-17,384.07687000000004,1787.5621
1917,17.945,2008-10-18,383.7107,1761.5275
1918,17.972,2008-10-19,383.67404,1783.3951
1919,17.994,2008-10-20,384.16406,1773.8132
1920,17.922,2008-10-21,384.43567,1768.5104
1921,17.875,2008-10-22,384.41238,1774.2157
1922,17.874,2008-10-23,384.0402,1771.6809
1923,17.848,2008-10-24,383.87674,1766.0144
1924,17.877,2008-10-25,384.26166,1790.9773
1925,17.871,2008-10-26,384.28528,1770.4198
1926,17.89,2008-10-27,383.82144,1778.4885
1927,17.834,2008-10-28,384.19257000000005,1772.3406
1928,17.8,2008-10-29,384.40378,1791.9329
1929,17.79,2008-10-30,383.92404,1794.9912
1930,17.846,2008-10-31,384.4161,1773.415
1931,17.818,2008-11-01,384.5922,1779.2831
1932,17.67,2008-11-03,384.3341,1779.9703
1933,17.592,2008-11-04,384.90117999999995,1774.7238
1934,17.604,2008-11-05,384.53244,1780.259
1935,17.475,2008-11-06,384.5754,1762.6304
1936,17.331,2008-11-07,384.23697000000004,1779.5045
1937,17.173,2008-11-08,384.48287999999997,1775.6254
1938,17.047,2008-11-09,383.64554,1766.6681
1939,16.892,2008-11-10,383.58557,1778.2739
1940,16.748,2008-11-11,384.5035,1756.4432
1941,16.651,2008-11-12,384.54254,1751.1326
1942,16.542,2008-11-13,384.51465,1777.2537
1943,16.5,2008-11-14,384.7019,1780.2542
1944,16.271,2008-11-15,384.92852999999997,1788.4504
1945,16.233,2008-11-16,384.6852,1773.3405
1946,16.126,2008-11-17,383.54263,1779.5209
1947,15.943,2008-11-18,385.36276000000004,1768.7521
1948,15.815,2008-11-19,386.33633,1789.3359
1949,15.745,2008-11-20,383.67334,1792.4957
1950,15.613,2008-11-21,384.94354,1786.0677
1951,15.57,2008-11-22,384.51718,1784.5167
1952,15.368,2008-11-23,384.41187,1770.5763
1953,15.238,2008-11-24,385.11194,1789.6027
1954,15.06,2008-11-25,385.1061,1781.6064
1955,14.94,2008-11-26,384.95456,1776.5757
1956,14.867,2008-11-27,384.75992,1780.6017
1957,14.754,2008-11-28,385.15915,1781.7772
1958,14.656,2008-11-29,385.01965,1779.3384
1959,14.447,2008-11-30,385.0779,1783.2333
1960,14.396,2008-12-01,384.7349,1790.3002
1961,14.236,2008-12-02,385.1716,1771.3125
1962,14.051,2008-12-03,384.6141,1781.2239
1963,13.914,2008-12-04,385.2343,1781.7396
1964,13.69,2008-12-05,384.84682999999995,1784.6532
1965,13.537,2008-12-06,385.27823,1772.4098
1966,13.362,2008-12-07,385.1436,1766.8212
1967,13.147,2008-12-08,383.6328,1773.2699
1968,12.962,2008-12-09,384.45425,1779.6383
1969,12.734,2008-12-10,385.7609,1782.8789
1970,12.652,2008-12-11,385.24203,1783.557
1971,12.448,2008-12-12,385.71008,1777.0957
1972,12.315,2008-12-13,386.0594,1781.7113
1973,12.152,2008-12-14,384.97495,1718.2786
1974,11.968,2008-12-15,385.6777,1762.306
1975,11.75,2008-12-16,386.16138,1769.5265
1976,11.486,2008-12-17,385.7528,1759.9443
1977,11.235,2008-12-18,386.1119,1769.5393
1978,10.995,2008-12-19,385.2893,1763.4
1979,6.876,2009-01-08,387.19315,1769.9938
1980,6.645,2009-01-09,384.2059,1751.3347
1981,6.558,2009-01-10,386.4231,1773.4607
1982,6.451,2009-01-11,385.52713,1766.4956
1983,6.328,2009-01-12,384.6542,1751.5417
1984,6.191,2009-01-13,385.4863,1759.0404
1985,6.131,2009-01-14,386.11694,1758.0962
1986,5.891,2009-01-15,385.1943,1745.9634
1987,5.76,2009-01-16,385.9513,1764.7656
1988,5.533,2009-01-17,386.54632999999995,1770.7068
1989,5.355,2009-01-18,386.54422,1760.3928
1990,5.202,2009-01-19,386.09277000000003,1763.0479
1991,5.104,2009-01-20,386.34967,1746.1567
1992,4.947,2009-01-21,386.8316,1746.1744
1993,4.757,2009-01-22,386.2762,1761.9666
1994,4.562,2009-01-23,386.46625,1750.7592
1995,4.437,2009-01-24,386.38614,1752.4126
1996,4.3,2009-01-25,386.09265,1757.6675
1997,4.219,2009-01-26,387.33444,1760.9258
1998,4.092,2009-01-27,385.65387000000004,1730.2385
1999,3.966,2009-01-28,386.9466,1749.955
2000,3.906,2009-01-29,386.87453999999997,1775.3789
2001,3.784,2009-01-30,386.98053,1762.1099
2002,3.78,2009-01-31,386.11285,1761.9373
2003,3.623,2009-02-01,386.42606,1772.3533
2004,3.549,2009-02-02,386.94406000000004,1772.0573
2005,3.442,2009-02-03,386.1387,1760.6017
2006,3.411,2009-02-04,386.97393999999997,1766.3854
2007,3.295,2009-02-05,387.6594,1760.5359
2008,3.18,2009-02-06,386.923,1759.5566
2009,3.166,2009-02-07,387.56985,1748.8486
2010,3.147,2009-02-08,389.0039,1757.864
2011,3.145,2009-02-09,387.90738,1751.2477
2012,3.047,2009-02-10,389.52844,1778.5635
2013,2.98,2009-02-11,387.45267,1764.1969
2014,2.939,2009-02-12,387.81023999999996,1758.9619
2015,2.921,2009-02-13,388.18878,1757.3131
2016,2.858,2009-02-14,388.57565,1750.6698
2017,2.794,2009-02-15,387.1641,1748.9926
2018,2.799,2009-02-16,386.27243,1761.5898
2019,2.788,2009-02-17,386.25696,1769.2612
2020,2.78,2009-02-18,388.07697,1749.2367
2021,2.76,2009-02-19,385.70245,1749.4027
2022,2.741,2009-02-20,385.96783,1757.4271
2023,2.677,2009-02-21,388.02698,1746.6969
2024,2.671,2009-02-22,386.35143999999997,1750.4856
2025,2.73,2009-02-23,386.09732,1740.1577
2026,2.706,2009-02-24,386.60522000000003,1760.1946
2027,2.81,2009-02-25,386.0268,1738.4307
2028,2.837,2009-02-26,386.92432,1758.126
2029,2.925,2009-02-27,387.30566,1754.4921
2030,3.015,2009-02-28,387.16112999999996,1767.9197
2031,3.09,2009-03-01,386.78552,1761.3175
2032,3.254,2009-03-02,386.8923,1769.2515
2033,3.287,2009-03-03,388.22366,1765.8501
2034,3.399,2009-03-04,387.83322000000004,1748.3733
2035,3.532,2009-03-06,386.37277,1764.0925
2036,3.64,2009-03-07,386.65783999999996,1749.3248
2037,3.719,2009-03-08,386.40378,1757.1027
2038,3.694,2009-03-09,389.21115,1756.5375
2039,3.757,2009-03-10,386.71707000000004,1753.6014
2040,3.907,2009-03-11,386.09857,1752.7809
2041,3.9,2009-03-12,389.18167,1752.0074
2042,3.982,2009-03-13,385.92776000000003,1763.385
2043,4.171,2009-03-14,387.59542999999996,1770.4389999999999
2044,4.205,2009-03-15,386.8175,1763.5969
2045,4.331,2009-03-16,386.41183,1739.4196
2046,4.421,2009-03-17,387.0855,1738.1007
2047,4.563,2009-03-18,386.72067000000004,1765.7123
2048,4.894,2009-03-19,387.473,1763.38
2049,4.997,2009-03-20,386.17163,1752.3544
2050,4.981,2009-03-21,386.46326,1763.3702
2051,4.984,2009-03-22,387.8174,1754.5427
2052,5.088,2009-03-23,385.75097999999997,1754.1841
2053,5.136,2009-03-24,386.30997,1754.0347
2054,5.204,2009-03-25,386.97864,1741.4424
2055,5.365,2009-03-26,385.27887000000004,1765.1339
2056,5.519,2009-03-27,386.25097999999997,1767.9109
2057,5.564,2009-03-28,388.03693,1760.3634
2058,5.751,2009-03-29,385.85828,1737.7762
2059,5.881,2009-03-30,388.043,1760.5928
2060,5.982,2009-03-31,386.04675,1766.4908
2061,6.072,2009-04-01,385.49686,1782.9524
2062,6.146,2009-04-02,386.3544,1777.1841
2063,6.277,2009-04-03,387.11862,1769.5585
2064,6.385,2009-04-04,385.79056,1769.362
2065,6.49,2009-04-05,385.03018,1782.3508
2066,6.584,2009-04-06,385.7864,1772.5673
2067,6.688,2009-04-07,386.93887,1771.3517
2068,6.787,2009-04-08,387.24582000000004,1786.3494
2069,6.934,2009-04-09,385.12512000000004,1776.098
2070,7.09,2009-04-10,386.25787,1761.5055
2071,7.31,2009-04-11,385.5583,1785.783
2072,7.465,2009-04-12,385.3676,1777.4115
2073,7.661,2009-04-13,388.87054,1784.5211
2074,7.785,2009-04-14,383.98026,1780.3213
2075,7.89,2009-04-15,384.149,1786.8141
2076,7.998,2009-04-16,385.19293,1758.754
2077,8.082,2009-04-17,383.50586,1780.3969
2078,8.185,2009-04-18,384.99408,1774.8917
2079,8.246,2009-04-19,385.82327000000004,1768.1743
2080,8.388,2009-04-20,384.92224,1756.2692
2081,8.502,2009-04-21,386.1638,1773.3647
2082,8.585,2009-04-22,387.7884,1772.0049
2083,8.707,2009-04-23,386.77655,1774.3120000000001
2084,8.809,2009-04-24,385.24026000000003,1777.2985
2085,8.923,2009-04-25,384.6754,1771.5638
2086,9.061,2009-04-26,386.13113,1765.5526
2087,9.133,2009-04-27,385.03854,1774.236
2088,9.211,2009-04-28,385.88092,1766.7244
2089,9.281,2009-04-29,386.60077,1762.1455
2090,9.28,2009-04-30,384.76263,1777.5348
2091,9.339,2009-05-01,386.33966000000004,1754.8551
2092,9.438,2009-05-02,385.94165,1769.7412
2093,9.534,2009-05-03,387.28542999999996,1788.8387
2094,9.641,2009-05-04,386.89023,1765.2153
2095,9.747,2009-05-05,385.82523,1771.7758
2096,9.895,2009-05-06,385.6695,1786.4174
2097,10.004,2009-05-07,387.20883,1784.1578
2098,10.119,2009-05-08,387.44,1776.3497
2099,10.239,2009-05-09,386.29297,1767.8699
