time,temperature_2m,siconc,Snow_albedo,snow_melt,surface_pressure,Total_column_ozone,     Extent
1979-01-01,248.0489892231044,0.8869428919760071,0.8428065402237036,2.1489995372807002e-07,99971.6274916144,0.007568717380550545,15.414
1979-02-01,243.4395905737583,0.9002774459032086,0.8361004668937803,7.621430894692982e-07,99641.23704539113,0.009260538846479371,16.175285714285714
1979-03-01,249.05599814364007,0.8927284149238639,0.8345081863803571,8.765568928764598e-07,100240.04224127693,0.010039674568493919,16.3419375
1979-04-01,254.59929808670034,0.9017682315093415,0.8382578374412277,3.1771892676315135e-05,100369.27096361155,0.009608828756830907,15.446799999999998
1979-05-01,265.4954571246385,0.885108071256842,0.8425889486844363,0.0003034634306303839,99839.27970209953,0.008513969612390341,13.856866666666665
1979-06-01,273.15855841280097,0.8212059448339696,0.849296267317464,0.0005856231062738493,99124.0736643444,0.007665988546863205,12.53
1979-07-01,275.655296222012,0.6801822995801186,0.8700504873235355,0.0001597898081327802,99140.07380776912,0.006809859460095775,10.311250000000001
1979-08-01,274.38197922807217,0.6480710602674724,0.8696197774904899,5.619409052310817e-05,99425.84972801986,0.006414228658651373,8.04106666666667
1979-09-01,269.3656747215638,0.6254964598612546,0.853704905192401,5.73216968026756e-05,99393.89821494457,0.0061930991250789165,7.051133333333332
1979-10-01,260.6945489833326,0.7154437248326495,0.8506007874312274,9.279547095630918e-06,99545.50097386401,0.006347175546812931,8.7479375
1979-11-01,253.09119509963313,0.8092160258397891,0.8526598385540431,1.896891602299702e-06,99096.33719129731,0.0072129977415466145,10.943066666666665
1979-12-01,249.89233081066996,0.8463345123093109,0.8521744551638133,1.5825990111067262e-06,98599.46217294894,0.007466542860010153,13.336266666666667
1980-01-01,249.61729138603684,0.8584964975415537,0.8476934159706773,3.7681185450365516e-07,100086.646854944,0.007470778204284906,14.861874999999998
1980-02-01,250.1035219571592,0.8694384242903872,0.8456979699991202,1.5937822462163757e-06,99170.92460546017,0.008476276244695055,15.955142857142857
1980-03-01,251.96410510972828,0.8716162858423476,0.8416134200090024,3.983800397076024e-08,99955.68450788282,0.009920860978863239,16.041312499999997
1980-04-01,255.91825324758724,0.8712560385386753,0.8406907919282018,2.8609315220018995e-05,99862.61851113747,0.009809612686549462,15.429066666666667
1980-05-01,266.88784106366955,0.8554083550672219,0.8438498801454036,0.0002709116551566513,100152.77957670882,0.008671106996787165,13.792599999999998
1980-06-01,273.63773274773,0.7860933758534596,0.8501051984291007,0.0006059322383230736,99077.98445335116,0.007715516460073302,12.204600000000003
1980-07-01,275.3828386602317,0.6944969303605065,0.8716814848411772,0.00011948882125723963,99415.48899224773,0.006960423994173207,10.100062499999998
1980-08-01,274.05862551462366,0.6523402239230236,0.8719010368829585,4.6422341870306075e-05,99041.90829260452,0.006652043482762557,7.984266666666666
1980-09-01,268.10121743055396,0.6823951885058323,0.8592346796464199,4.548982366974091e-05,99086.11155927043,0.00628421591540401,7.667066666666666
1980-10-01,261.5796692057691,0.7648529888293103,0.8521748925464893,1.6895019042795356e-05,99177.83670376427,0.006323470251282869,9.18275
1980-11-01,250.41476655797592,0.8573844931101074,0.849536288617177,4.068715613437857e-06,99832.89022092153,0.006595722107484571,11.382866666666668
1980-12-01,248.13804553902986,0.8793270623627674,0.8446688071464149,1.5624707620760234e-07,99458.9608811557,0.006547457402774941,13.592933333333331
1981-01-01,249.55133526213882,0.8732478667978636,0.8471899720320126,2.8472088881973655e-06,98580.63275359278,0.007366507900174687,14.9096875
1981-02-01,249.84824604320187,0.865735980722855,0.8471914185139551,2.2557748985380117e-08,99272.81420781247,0.008968332682865348,15.604071428571428
1981-03-01,250.55883277171733,0.8758810377047006,0.8432531642200233,1.141441808133771e-06,100107.57455313156,0.009406731114162414,15.631533333333332
1981-04-01,257.44501307127445,0.8849569155020924,0.8447814270013868,1.8050973244657213e-05,99614.60827778623,0.009024501874922965,15.009933333333331
1981-05-01,266.5126125720026,0.8566219511153487,0.8457277488930072,0.00034063866722633005,99385.50247933777,0.008329853043498748,13.801625000000003
1981-06-01,273.8943328005865,0.7962344552920095,0.85273949102823,0.0006654813863797906,99516.58195597529,0.00756402871036784,12.429733333333335
1981-07-01,275.39126002076347,0.6910318371794473,0.8721967486796011,0.00010448134881814062,98899.9823057133,0.00684072342717331,10.270999999999997
1981-08-01,274.4383705246396,0.6363408980347214,0.8700076100248134,6.845730236381928e-05,99046.06223162737,0.006312679184084948,7.844312500000002
1981-09-01,268.97504891761696,0.6580631969236671,0.8555593478676795,5.1214728898912095e-05,99671.06999568625,0.006082802902389176,7.138466666666667
1981-10-01,261.959724045541,0.7452012239711873,0.8531387973185082,1.8137102908621365e-05,100057.99070958744,0.00618774318472659,8.856266666666667
1981-11-01,255.41034489627748,0.8135311751064984,0.8553249123198292,2.8237576063501487e-06,99198.89276647347,0.006640645858104597,10.929
1981-12-01,250.72865456952502,0.8589357973446815,0.8531991504015338,3.580998339576023e-07,99448.94083202748,0.007468876384129628,13.341125000000002
1982-01-01,247.41515567887592,0.8814922369715265,0.8444835277410676,1.521999269735378e-06,99654.44908006102,0.00794677196114635,15.17673333333333
1982-02-01,248.52856172368055,0.8897746551141693,0.8416584992110202,1.2763332575504378e-06,99204.16037782156,0.008707311750208066,15.973499999999998
1982-03-01,250.41617393376583,0.8846517280544485,0.8396023410031992,1.0553580422850875e-06,99345.6390015202,0.009099693747430554,16.043875
1982-04-01,255.12660188092545,0.8884116601987911,0.8454075285286438,4.542880123135447e-05,99311.63216999939,0.009948561850058883,15.466000000000001
