Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1972","1972","?C","1.058","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1973","1973","?C","-1.371","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1974","1974","?C","-0.475","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1975","1975","?C","1.153","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1976","1976","?C","0.218","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1977","1977","?C","1.082","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1978","1978","?C","-0.753","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1979","1979","?C","-0.35","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1980","1980","?C","0.465","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1981","1981","?C","1.47","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1982","1982","?C","-0.599","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1983","1983","?C","-0.331","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1984","1984","?C","-0.706","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1985","1985","?C","0.489","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1986","1986","?C","0.701","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1987","1987","?C","-0.34","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1988","1988","?C","-0.65","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1989","1989","?C","-1.271","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1990","1990","?C","0.734","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1991","1991","?C","1.217","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1992","1992","?C","-0.313","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1993","1993","?C","-0.55","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1994","1994","?C","-1.353","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1995","1995","?C","-1.302","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1996","1996","?C","0.364","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1997","1997","?C","-0.491","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1998","1998","?C","0.619","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1999","1999","?C","-0.009","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","2000","2000","?C","-2.145","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","2001","2001","?C","0.292","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","2002","2002","?C","0.643","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","2003","2003","?C","-0.245","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","2004","2004","?C","1.398","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","2005","2005","?C","1.422","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","2006","2006","?C","0.612","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","2007","2007","?C","-0.033","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","2008","2008","?C","-0.458","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","2009","2009","?C","0.391","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","2010","2010","?C","1.763","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","2011","2011","?C","1.473","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","2012","2012","?C","0.219","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","2013","2013","?C","0.669","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","2014","2014","?C","0.24","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","2015","2015","?C","-0.34","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","2016","2016","?C","-0.984","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","2017","2017","?C","0.979","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","2018","2018","?C","0.254","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","2019","2019","?C","1.458","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","2020","2020","?C","0.156","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1961","1961","?C","-1.005","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1962","1962","?C","-0.803","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1963","1963","?C","-0.952","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1964","1964","?C","-1.93","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1965","1965","?C","0.75","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1966","1966","?C","0.096","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1967","1967","?C","-0.439","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1968","1968","?C","0.685","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1969","1969","?C","0.369","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1970","1970","?C","-0.721","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1971","1971","?C","0.929","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1972","1972","?C","-0.867","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1973","1973","?C","0.38","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1974","1974","?C","-0.282","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1975","1975","?C","1.17","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1976","1976","?C","-1.305","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1977","1977","?C","0.599","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1978","1978","?C","1.507","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1979","1979","?C","0.449","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1980","1980","?C","0.864","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1981","1981","?C","0.768","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1982","1982","?C","0.213","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1983","1983","?C","0.59","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1984","1984","?C","0.401","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1985","1985","?C","-0.077","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1986","1986","?C","0.386","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1987","1987","?C","-0.161","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1988","1988","?C","1.151","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1989","1989","?C","-1.843","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1990","1990","?C","-1.012","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1991","1991","?C","-1.14","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1992","1992","?C","0.049","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1993","1993","?C","-0.304","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1994","1994","?C","-0.435","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1995","1995","?C","-0.439","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1996","1996","?C","-0.854","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1997","1997","?C","-0.423","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1998","1998","?C","-1.1","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","1999","1999","?C","-1.42","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","2000","2000","?C","-1.835","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","2001","2001","?C","-0.843","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","2002","2002","?C","2.606","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","2003","2003","?C","-0.051","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","2004","2004","?C","0.264","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","2005","2005","?C","0.695","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","2006","2006","?C","0.244","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","2007","2007","?C","-0.061","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","2008","2008","?C","0.98","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","2009","2009","?C","1.521","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","2010","2010","?C","0.638","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","2011","2011","?C","-1.516","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","2012","2012","?C","-0.369","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","2013","2013","?C","-0.524","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","2014","2014","?C","0.463","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","2015","2015","?C","-0.043","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","2016","2016","?C","0.57","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","2017","2017","?C","0.702","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","2018","2018","?C","1.794","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","2019","2019","?C","0.795","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7017","Mar?Apr?May","2020","2020","?C","1.432","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1961","1961","?C","1.824","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1962","1962","?C","0.805","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1963","1963","?C","2.286","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1964","1964","?C","2.183","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1965","1965","?C","0.724","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1966","1966","?C","-0.854","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1967","1967","?C","0.033","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1968","1968","?C","-1.144","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1969","1969","?C","-0.775","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1970","1970","?C","-0.628","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1971","1971","?C","-0.988","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1972","1972","?C","1.485","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1973","1973","?C","-0.381","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1974","1974","?C","1.063","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1975","1975","?C","-1.834","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1976","1976","?C","-1.442","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1977","1977","?C","1.777","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1978","1978","?C","-1.241","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1979","1979","?C","-1.385","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1980","1980","?C","-0.032","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1981","1981","?C","2.772","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1982","1982","?C","-0.575","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1983","1983","?C","-1.499","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1984","1984","?C","-0.035","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1985","1985","?C","1.383","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1986","1986","?C","-0.677","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1987","1987","?C","-1.066","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1988","1988","?C","1.207","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1989","1989","?C","1.01","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1990","1990","?C","1.04","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1991","1991","?C","1.522","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1992","1992","?C","0.574","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1993","1993","?C","-1.809","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1994","1994","?C","0.683","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1995","1995","?C","0.953","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1996","1996","?C","2.309","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1997","1997","?C","-1.066","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1998","1998","?C","0.323","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","1999","1999","?C","0.214","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","2000","2000","?C","0.343","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","2001","2001","?C","-0.542","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","2002","2002","?C","1.144","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","2003","2003","?C","-0.918","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","2004","2004","?C","-2.422","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","2005","2005","?C","-0.487","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","2006","2006","?C","-0.514","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","2007","2007","?C","2.58","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","2008","2008","?C","0.409","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","2009","2009","?C","1.844","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","2010","2010","?C","0.247","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","2011","2011","?C","1.438","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","2012","2012","?C","-1.101","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","2013","2013","?C","3.48","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","2014","2014","?C","0.452","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","2015","2015","?C","-1.133","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","2016","2016","?C","0.363","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","2017","2017","?C","-0.404","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","2018","2018","?C","3.08","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","2019","2019","?C","-0.403","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7018","Jun?Jul?Aug","2020","2020","?C","0.552","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1961","1961","?C","1.044","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1962","1962","?C","0.399","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1963","1963","?C","0.498","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1964","1964","?C","-1.406","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1965","1965","?C","-1.744","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1966","1966","?C","0.339","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1967","1967","?C","-0.208","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1968","1968","?C","0.315","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1969","1969","?C","-0.221","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1970","1970","?C","1.002","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1971","1971","?C","-0.05","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1972","1972","?C","0.806","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1973","1973","?C","1.417","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1974","1974","?C","0.369","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1975","1975","?C","0.221","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1976","1976","?C","-0.009","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1977","1977","?C","-2.459","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1978","1978","?C","0.016","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1979","1979","?C","0.349","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1980","1980","?C","0.961","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1981","1981","?C","-2.186","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1982","1982","?C","0.837","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1983","1983","?C","-1.532","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1984","1984","?C","0.864","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1985","1985","?C","-1.076","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1986","1986","?C","-1.487","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1987","1987","?C","-1.227","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1988","1988","?C","2.112","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1989","1989","?C","0.355","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1990","1990","?C","0.394","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1991","1991","?C","1.11","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1992","1992","?C","1.027","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1993","1993","?C","-0.247","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1994","1994","?C","0.281","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1995","1995","?C","-0.29","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1996","1996","?C","1.378","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1997","1997","?C","-0.192","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1998","1998","?C","-1.722","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","1999","1999","?C","-1.108","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","2000","2000","?C","0.577","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","2001","2001","?C","0.895","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7019","Sep?Oct?Nov","2002","2002","?C","0.697","Fc","Calculated data"
